num	time	ers	depth	appends	dedup	frontier	bankrupt	elapsed	verdict	change	config
49	2026-04-03T16:24:03.705631	0.0165	3	30	8	17	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (3-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
50	2026-04-03T16:34:21.642644	0.0	0	15	0	8	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (3-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
51	2026-04-03T16:44:39.582182	0.03484	4	31	4	16	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-6) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
52	2026-04-03T16:54:57.595049	0.04	4	26	0	11	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
53	2026-04-03T17:05:15.522383	0.02137	3	20	1	10	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
54	2026-04-03T17:15:34.489491	0.00865	2	37	5	17	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
55	2026-04-03T17:25:51.600167	0.0	0	13	1	9	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
56	2026-04-03T17:36:11.274507	0.02148	3	22	1	7	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
57	2026-04-03T17:46:27.301102	0.0	0	17	0	8	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
58	2026-04-03T17:56:45.856114	0.0	0	18	0	6	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
59	2026-04-03T18:07:04.091094	0.10365	7	52	8	21	0	600	KEEP	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
60	2026-04-03T18:17:21.767890	0.0	0	15	1	8	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-7) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
61	2026-04-03T18:27:38.917077	0.01	2	28	0	10	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-7) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
62	2026-04-03T18:37:58.658095	0.02182	3	33	1	10	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-7), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
63	2026-04-03T18:48:19.740304	0.04	4	47	0	23	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-7), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
64	2026-04-03T18:58:36.507543	0.01985	3	34	4	19	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-7), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
65	2026-04-03T19:09:04.173321	0.0023	1	38	3	14	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-7) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
66	2026-04-03T19:19:21.202025	0.04	4	32	0	12	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-7) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
67	2026-04-03T19:29:44.399247	0.0088	2	25	3	11	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-7) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
68	2026-04-03T19:40:00.624854	0.0225	3	32	0	12	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-4) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
69	2026-04-03T19:50:18.866458	0.04688	5	44	11	20	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-4) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
70	2026-04-03T20:00:36.361403	0.0	0	14	0	6	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (1-5) w)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
71	2026-04-03T20:10:50.699278	0.05469	5	48	6	20	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (1-5) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
72	2026-04-03T20:21:10.413694	0.017	3	45	11	21	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-5), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
73	2026-04-03T20:31:26.927307	0.02019	3	39	4	10	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-5) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
74	2026-04-03T20:41:44.181461	0.04779	5	34	8	17	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-5) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
75	2026-04-03T20:51:58.477891	0.0	0	5	0	3	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-5) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
76	2026-04-03T21:02:12.733774	0.02148	3	22	1	7	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-5) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
77	2026-04-03T21:12:39.304377	0.0	0	17	0	6	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-5) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
78	2026-04-03T21:22:56.554827	0.07714	6	42	6	18	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-5) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
79	2026-04-03T21:33:13.866574	0.03574	4	47	5	18	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
80	2026-04-03T21:43:28.251454	0.0	0	6	1	2	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6) des)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
81	2026-04-03T21:53:45.638336	0.03905	4	42	1	11	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
82	2026-04-03T22:04:00.627859	0.0	0	17	0	7	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
83	2026-04-03T22:14:20.537795	0.02007	3	37	4	18	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
84	2026-04-03T22:24:35.828482	0.01978	3	58	7	27	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
85	2026-04-03T22:34:54.106592	0.03568	4	37	4	8	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-6) bec)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
86	2026-04-03T22:45:11.721222	0.03412	4	34	5	15	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
87	2026-04-03T22:55:28.753151	0.0	0	9	1	6	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6) bec)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
88	2026-04-03T23:05:47.081995	0.0075	2	24	6	7	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
89	2026-04-03T23:16:02.426812	0.02148	3	22	1	10	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
90	2026-04-03T23:26:18.665073	0.00931	2	29	2	7	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
91	2026-04-03T23:36:31.910908	0.0	0	18	0	7	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-4), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
92	2026-04-03T23:46:48.337315	0.01781	3	24	5	12	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
93	2026-04-03T23:57:02.621738	0.07744	6	43	6	20	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-4), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
94	2026-04-04T00:07:20.555638	0.03455	4	44	6	14	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
95	2026-04-04T00:17:39.432132	0.01	2	26	0	12	0	600	DISCARD	edit:problem.txt (The last 8 experiments show consistently low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
96	2026-04-04T00:27:56.274108	0.0	0	19	0	8	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
97	2026-04-04T00:38:15.212708	0.03895	4	38	1	17	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
